flight_date,flight_status,departure_airport,departure_timezone,departure_iata,departure_icao,departure_terminal,departure_gate,departure_delay,departure_scheduled,departure_estimated,departure_actual,departure_estimated_runway,departure_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_scheduled,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao,flight_codeshared_airline_name,flight_codeshared_airline_iata,flight_codeshared_airline_icao,flight_codeshared_flight_number,flight_codeshared_flight_iata,flight_codeshared_flight_icao,flight_duration,delay_outlier,flight_duration_outlier
2025-07-05,scheduled,Minangkabau International Airport,Asia/Jakarta,PDG,WIEE,unknown,unknown,0.0,2025-07-05 17:35:00+00:00,2025-07-05 17:35:00+00:00,null,null,null,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,unknown,unknown,2025-07-05 19:30:00+00:00,Japan Airlines,JL,JTL,8480,JL8480,JTL8480,garuda indonesia,ga,gia,165.0,ga165,gia165,1.9166666666666667,False,False
2025-07-05,scheduled,Babullah,Asia/Jayapura,TTE,WAMT,unknown,unknown,0.0,2025-07-05 15:20:00+00:00,2025-07-05 15:20:00+00:00,null,null,null,1174,LAH,LAH,WAPH,unknown,unknown,unknown,2025-07-05 16:05:00+00:00,Wings Air (Indonesia),IW,WON,1174,IW1174,WON1174,N/A,N/A,N/A,N/A,N/A,N/A,0.75,False,False
2025-07-05,scheduled,Xianyang,Asia/Shanghai,XIY,ZLXY,3,unknown,26.0,2025-07-05 18:45:00+00:00,2025-07-05 18:45:00+00:00,null,null,null,5283,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 21:35:00+00:00,Beijing Capital Airlines,JD,CBJ,5283,JD5283,CBJ5283,N/A,N/A,N/A,N/A,N/A,N/A,2.8333333333333335,True,False
2025-07-05,scheduled,Haikou,Asia/Shanghai,HAK,ZJHK,T1,unknown,0.0,2025-07-05 19:25:00+00:00,2025-07-05 19:25:00+00:00,null,null,null,6531,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 21:10:00+00:00,Tianjin Airlines,GS,GCR,6531,GS6531,GCR6531,N/A,N/A,N/A,N/A,N/A,N/A,1.75,False,False
2025-07-05,scheduled,Guiyang,Asia/Shanghai,KWE,ZUGY,T3,unknown,0.0,2025-07-05 19:00:00+00:00,2025-07-05 19:00:00+00:00,null,null,null,5053,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:50:00+00:00,Shenzhen Airlines,ZH,CSZ,5053,ZH5053,CSZ5053,juneyao airlines,ho,dkh,1902.0,ho1902,dkh1902,1.8333333333333333,False,False
2025-07-05,scheduled,Guiyang,Asia/Shanghai,KWE,ZUGY,T3,unknown,0.0,2025-07-05 19:00:00+00:00,2025-07-05 19:00:00+00:00,null,null,null,3652,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:50:00+00:00,China Eastern Airlines,MU,CES,3652,MU3652,CES3652,juneyao airlines,ho,dkh,1902.0,ho1902,dkh1902,1.8333333333333333,False,False
2025-07-05,scheduled,Guiyang,Asia/Shanghai,KWE,ZUGY,T3,unknown,0.0,2025-07-05 19:00:00+00:00,2025-07-05 19:00:00+00:00,null,null,null,7652,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:50:00+00:00,Xiamen Airlines,MF,CXA,7652,MF7652,CXA7652,juneyao airlines,ho,dkh,1902.0,ho1902,dkh1902,1.8333333333333333,False,False
2025-07-05,scheduled,Guiyang,Asia/Shanghai,KWE,ZUGY,T3,unknown,0.0,2025-07-05 19:00:00+00:00,2025-07-05 19:00:00+00:00,null,null,null,257,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:50:00+00:00,China Southern Airlines,CZ,CSN,257,CZ257,CSN257,juneyao airlines,ho,dkh,1902.0,ho1902,dkh1902,1.8333333333333333,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,2047,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,Juneyao Airlines,HO,DKH,2047,HO2047,DKH2047,N/A,N/A,N/A,N/A,N/A,N/A,2.0,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,5132,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,Shenzhen Airlines,ZH,CSZ,5132,ZH5132,CSZ5132,juneyao airlines,ho,dkh,2047.0,ho2047,dkh2047,2.0,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,4541,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,Sichuan Airlines,3U,CSC,4541,3U4541,CSC4541,juneyao airlines,ho,dkh,2047.0,ho2047,dkh2047,2.0,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,3731,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,China Eastern Airlines,MU,CES,3731,MU3731,CES3731,juneyao airlines,ho,dkh,2047.0,ho2047,dkh2047,2.0,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,7731,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,Xiamen Airlines,MF,CXA,7731,MF7731,CXA7731,juneyao airlines,ho,dkh,2047.0,ho2047,dkh2047,2.0,False,False
2025-07-05,scheduled,Hangzhou,Asia/Shanghai,HGH,ZSHC,3,unknown,0.0,2025-07-05 18:40:00+00:00,2025-07-05 18:40:00+00:00,null,null,null,294,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:40:00+00:00,China Southern Airlines,CZ,CSN,294,CZ294,CSN294,juneyao airlines,ho,dkh,2047.0,ho2047,dkh2047,2.0,False,False
2025-07-05,scheduled,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,unknown,35.0,2025-07-05 19:15:00+00:00,2025-07-05 19:15:00+00:00,null,null,null,8257,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:35:00+00:00,Air China LTD,CA,CCA,8257,CA8257,CCA8257,N/A,N/A,N/A,N/A,N/A,N/A,1.3333333333333333,True,False
2025-07-05,scheduled,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,unknown,35.0,2025-07-05 19:15:00+00:00,2025-07-05 19:15:00+00:00,null,null,null,1057,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:35:00+00:00,Shenzhen Airlines,ZH,CSZ,1057,ZH1057,CSZ1057,air china ltd,ca,cca,8257.0,ca8257,cca8257,1.3333333333333333,True,False
2025-07-05,scheduled,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,unknown,35.0,2025-07-05 19:15:00+00:00,2025-07-05 19:15:00+00:00,null,null,null,5735,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:35:00+00:00,Shandong Airlines,SC,CDG,5735,SC5735,CDG5735,air china ltd,ca,cca,8257.0,ca8257,cca8257,1.3333333333333333,True,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,T2,unknown,0.0,2025-07-05 18:05:00+00:00,2025-07-05 18:05:00+00:00,null,null,null,5119,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:30:00+00:00,China United Airlines,KN,CUA,5119,KN5119,CUA5119,N/A,N/A,N/A,N/A,N/A,N/A,2.4166666666666665,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,T2,unknown,0.0,2025-07-05 18:05:00+00:00,2025-07-05 18:05:00+00:00,null,null,null,8026,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 20:30:00+00:00,China Eastern Airlines,MU,CES,8026,MU8026,CES8026,china united airlines,kn,cua,5119.0,kn5119,cua5119,2.4166666666666665,False,False
2025-07-05,scheduled,Nanchong,Asia/Shanghai,NAO,ZUNC,unknown,unknown,0.0,2025-07-05 17:20:00+00:00,2025-07-05 17:20:00+00:00,null,null,null,2210,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,Chongqing Airlines,OQ,CQN,2210,OQ2210,CQN2210,N/A,N/A,N/A,N/A,N/A,N/A,2.5,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,220,0.0,2025-07-05 17:20:00+00:00,2025-07-05 17:20:00+00:00,null,null,null,6137,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,China Eastern Airlines,MU,CES,6137,MU6137,CES6137,N/A,N/A,N/A,N/A,N/A,N/A,2.5,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,220,0.0,2025-07-05 17:20:00+00:00,2025-07-05 17:20:00+00:00,null,null,null,5375,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,Sichuan Airlines,3U,CSC,5375,3U5375,CSC5375,china eastern airlines,mu,ces,6137.0,mu6137,ces6137,2.5,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,220,0.0,2025-07-05 17:20:00+00:00,2025-07-05 17:20:00+00:00,null,null,null,6326,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,China United Airlines,KN,CUA,6326,KN6326,CUA6326,china eastern airlines,mu,ces,6137.0,mu6137,ces6137,2.5,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,unknown,0.0,2025-07-05 17:30:00+00:00,2025-07-05 17:30:00+00:00,null,null,null,2659,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,Air China LTD,CA,CCA,2659,CA2659,CCA2659,N/A,N/A,N/A,N/A,N/A,N/A,2.3333333333333335,False,False
2025-07-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,unknown,0.0,2025-07-05 17:30:00+00:00,2025-07-05 17:30:00+00:00,null,null,null,4111,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:50:00+00:00,Shenzhen Airlines,ZH,CSZ,4111,ZH4111,CSZ4111,air china ltd,ca,cca,2659.0,ca2659,cca2659,2.3333333333333335,False,False
2025-07-05,scheduled,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,11,120.0,2025-07-05 17:40:00+00:00,2025-07-05 17:40:00+00:00,null,null,null,2515,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:25:00+00:00,China Eastern Airlines,MU,CES,2515,MU2515,CES2515,N/A,N/A,N/A,N/A,N/A,N/A,1.75,True,False
2025-07-05,scheduled,Xianyang,Asia/Shanghai,XIY,ZLXY,2,unknown,0.0,2025-07-05 16:25:00+00:00,2025-07-05 16:25:00+00:00,null,null,null,9231,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 19:20:00+00:00,Shandong Airlines,SC,CDG,9231,SC9231,CDG9231,shenzhen airlines,zh,csz,9275.0,zh9275,csz9275,2.9166666666666665,False,False
2025-07-05,scheduled,Beijing Daxing International Airport,+8,PKX,ZBAD,unknown,unknown,6.0,2025-07-05 15:40:00+00:00,2025-07-05 15:40:00+00:00,null,null,null,8094,HUZ,HUZ,ZGHZ,T2,unknown,unknown,2025-07-05 18:55:00+00:00,China Eastern Airlines,MU,CES,8094,MU8094,CES8094,china united airlines,kn,cua,5361.0,kn5361,cua5361,3.25,False,False
2025-07-05,scheduled,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,0.0,2025-07-05 16:50:00+00:00,2025-07-05 16:50:00+00:00,null,null,null,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,4,2025-07-05 19:25:00+00:00,Garuda Indonesia,GA,GIA,9000,GA9000,GIA9000,klm,kl,klm,835.0,kl835,klm835,2.5833333333333335,False,False
2025-07-05,scheduled,Singapore Changi,Asia/Singapore,SIN,WSSS,1,C22,0.0,2025-07-05 16:50:00+00:00,2025-07-05 16:50:00+00:00,null,null,null,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,4,2025-07-05 19:25:00+00:00,Air France,AF,AFR,8220,AF8220,AFR8220,klm,kl,klm,835.0,kl835,klm835,2.5833333333333335,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A14,0.0,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,unknown,36,2025-07-05 23:00:00+00:00,Virgin Australia,VA,VOZ,5786,VA5786,VOZ5786,singapore airlines,sq,sia,806.0,sq806,sia806,6.333333333333333,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A14,0.0,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,unknown,36,2025-07-05 23:00:00+00:00,Ethiopian Airlines,ET,ETH,1340,ET1340,ETH1340,singapore airlines,sq,sia,806.0,sq806,sia806,6.333333333333333,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A14,0.0,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,2025-07-05 16:40:00+00:00,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,unknown,36,2025-07-05 23:00:00+00:00,Air China LTD,CA,CCA,5282,CA5282,CCA5282,singapore airlines,sq,sia,806.0,sq806,sia806,6.333333333333333,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B3,0.0,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,unknown,13,2025-07-05 22:05:00+00:00,Qantas,QF,QFA,4090,QF4090,QFA4090,china eastern airlines,mu,ces,568.0,mu568,ces568,5.5,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,B3,0.0,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,unknown,13,2025-07-05 22:05:00+00:00,Juneyao Airlines,HO,DKH,3512,HO3512,DKH3512,china eastern airlines,mu,ces,568.0,mu568,ces568,5.5,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D36,0.0,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,2025-07-05 16:35:00+00:00,Duong Dong,Asia/Ho_Chi_Minh,PQC,VVPQ,unknown,unknown,unknown,2025-07-05 17:20:00+00:00,Singapore Airlines,SQ,SIA,8648,SQ8648,SIA8648,scoot,tr,tgw,324.0,tr324,tgw324,0.75,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D49,0.0,2025-07-05 16:30:00+00:00,2025-07-05 16:30:00+00:00,2025-07-05 16:30:00+00:00,2025-07-05 16:30:00+00:00,2025-07-05 16:30:00+00:00,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,unknown,29,2025-07-05 21:35:00+00:00,Singapore Airlines,SQ,SIA,8316,SQ8316,SIA8316,scoot,tr,tgw,188.0,tr188,tgw188,5.083333333333333,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E12,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,unknown,unknown,2025-07-05 17:10:00+00:00,Virgin Australia,VA,VOZ,5834,VA5834,VOZ5834,singapore airlines,sq,sia,962.0,sq962,sia962,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E12,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,unknown,unknown,2025-07-05 17:10:00+00:00,SAS,SK,SAS,8085,SK8085,SAS8085,singapore airlines,sq,sia,962.0,sq962,sia962,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E12,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,unknown,unknown,2025-07-05 17:10:00+00:00,Garuda Indonesia,GA,GIA,8962,GA8962,GIA8962,singapore airlines,sq,sia,962.0,sq962,sia962,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E12,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,unknown,unknown,2025-07-05 17:10:00+00:00,Air India,AI,AIC,8130,AI8130,AIC8130,singapore airlines,sq,sia,962.0,sq962,sia962,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E6,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Phuket International,Asia/Bangkok,HKT,VTSP,I,unknown,2,2025-07-05 17:10:00+00:00,Virgin Australia,VA,VOZ,5736,VA5736,VOZ5736,singapore airlines,sq,sia,736.0,sq736,sia736,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E6,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Phuket International,Asia/Bangkok,HKT,VTSP,I,unknown,2,2025-07-05 17:10:00+00:00,Bangkok Airways,PG,BKP,4722,PG4722,BKP4722,singapore airlines,sq,sia,736.0,sq736,sia736,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E6,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Phuket International,Asia/Bangkok,HKT,VTSP,I,unknown,2,2025-07-05 17:10:00+00:00,Air New Zealand,NZ,ANZ,3496,NZ3496,ANZ3496,singapore airlines,sq,sia,736.0,sq736,sia736,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,3,A19,0.0,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,2025-07-05 16:15:00+00:00,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,unknown,unknown,2025-07-05 17:10:00+00:00,Malindo Air,OD,MXD,9113,OD9113,MXD9113,batik air,id,btk,7150.0,id7150,btk7150,0.9166666666666666,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,0.0,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,2,2025-07-05 18:50:00+00:00,United Airlines,UA,UAL,7702,UA7702,UAL7702,singapore airlines,sq,sia,944.0,sq944,sia944,2.6666666666666665,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,0.0,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,2,2025-07-05 18:50:00+00:00,SAS,SK,SAS,8089,SK8089,SAS8089,singapore airlines,sq,sia,944.0,sq944,sia944,2.6666666666666665,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,0.0,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,2,2025-07-05 18:50:00+00:00,Garuda Indonesia,GA,GIA,9072,GA9072,GIA9072,singapore airlines,sq,sia,944.0,sq944,sia944,2.6666666666666665,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,2,E26,0.0,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,2025-07-05 16:10:00+00:00,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,unknown,2,2025-07-05 18:50:00+00:00,Air India,AI,AIC,8148,AI8148,AIC8148,singapore airlines,sq,sia,944.0,sq944,sia944,2.6666666666666665,False,False
2025-07-05,active,Singapore Changi,Asia/Singapore,SIN,WSSS,1,D44,0.0,2025-07-05 16:05:00+00:00,2025-07-05 16:05:00+00:00,2025-07-05 16:05:00+00:00,2025-07-05 16:05:00+00:00,2025-07-05 16:05:00+00:00,King Abdulaziz International,Asia/Riyadh,JED,OEJN,1,unknown,unknown,2025-07-05 20:35:00+00:00,Singapore Airlines,SQ,SIA,8328,SQ8328,SIA8328,scoot,tr,tgw,596.0,tr596,tgw596,4.5,False,False
